loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,default_ind
5300,5300,5050,36,11.49,174.75,B4,4,MORTGAGE,71000,0,n,debt_consolidation,12.91,0,0,,5,0,11034,77.2,14,0,0,6265.632637,5969.95,5300,965.63,0,0,0,313.52,0,1,0,0
21500,21500,21475,60,11.99,478.15,B5,5,RENT,80000,1,n,debt_consolidation,25.98,0,0,,8,0,5487,44.6,22,2801.2,2797.86,25772.98,25743.14,18698.8,7074.18,0,0,0,478.15,0,1,0,0
4200,4200,4200,36,7.49,130.63,A4,0,RENT,30000,0,n,debt_consolidation,20.88,0,0,,6,0,2091,36.7,13,0,0,4701.238185,4701.24,4200,501.24,0,0,0,140.04,0,1,0,0
15000,15000,15000,36,17.49,538.46,D5,11,RENT,54000,0,n,debt_consolidation,15.89,0,1,,28,0,20559,18.4,43,0,0,16692.26,16692.26,12395.31,4296.95,0,0,0,43.71,0,1,0,1
3000,3000,2975,36,10.59,97.64,B2,11,MORTGAGE,67000,1,n,vacation,19.18,1,3,22,6,0,848,8,12,0,0,3508.616584,3479.38,3000,508.62,0,0,0,67.37,0,1,0,0
10000,10000,10000,36,11.99,332.1,B5,5,RENT,40000,0,n,major_purchase,10.95,0,0,,5,0,1544,15.9,9,0,0,10247.21,10247.21,10000,247.21,0,0,0,487.5,0,1,0,0
5500,5500,5500,60,17.49,138.15,D5,2,RENT,24000,0,n,car,21.15,0,3,,7,0,5473,96,7,0,0,7979.901342,7979.9,5500,2479.9,0,0,0,916.35,0,1,0,0
17000,17000,17000,36,11.49,560.52,B4,11,RENT,95000,0,n,debt_consolidation,15.74,1,0,17,15,0,21636,48.1,30,0,0,19222.89,19222.89,17000.01,2222.88,0,0,0,10259.51,0,1,0,0
15000,15000,14725,36,10.99,491.01,B3,4,MORTGAGE,87000,1,n,debt_consolidation,20.97,0,0,,7,0,18608,62.9,15,0,0,17668.95882,17344.96,15000,2668.96,0,0,0,526.7,0,1,0,0
2700,2700,2700,36,10.59,87.88,B2,11,OWN,80000,0,n,home_improvement,18.77,0,1,,13,0,23772,40.5,32,0,0,3154.570812,3154.57,2700,454.57,0,0,0,437.11,0,1,0,0
6000,6000,6000,36,15.62,209.82,D1,5,MORTGAGE,27600,0,n,other,19,0,3,,7,0,13112,95,14,0,0,3559.97,3559.97,2483.45,1076.52,0,0,0,209.82,0,1,0,1
20000,20000,19750,60,10.99,434.75,B3,11,MORTGAGE,81000,1,n,debt_consolidation,7.45,0,0,,12,0,5414,24.7,33,0,0,25295.57733,24979.35,20000,5295.58,0,0,0,8359.86,0,1,0,0
20000,20000,20000,60,17.49,502.34,D5,11,MORTGAGE,48500,1,n,debt_consolidation,13.98,0,2,,15,1,14323,47.2,36,0,0,28868.67308,28868.67,20000,8868.67,0,0,0,8799.56,0,1,0,0
11000,11000,11000,36,7.49,342.12,A4,11,RENT,38400,0,n,debt_consolidation,25.38,0,0,,6,0,7745,48.4,12,0,0,11705.91,11705.91,11000,705.91,0,0,0,1610.65,0,1,0,0
7000,7000,7000,36,13.99,239.21,C3,11,OWN,58800,0,n,home_improvement,22.22,0,2,41,9,0,10836,72.2,26,0,0,8071.16,8071.16,7000,1071.16,0,0,0,4492.03,0,1,0,0
6000,6000,6000,36,5.42,180.96,A1,4,MORTGAGE,112445,0,n,small_business,7.15,0,0,,6,0,1264,21.1,19,0,0,6513.687757,6513.69,6000,513.69,0,0,0,189.39,0,1,0,0
19000,19000,19000,36,7.49,590.94,A4,5,RENT,62004,1,n,major_purchase,14.42,0,1,,9,0,4497,10.2,27,0,0,19875.45,19875.45,19000,875.45,0,0,0,12812.45,0,1,0,0
10800,10800,10800,60,21.36,294.37,F4,7,RENT,31200,1,n,small_business,19.81,0,1,,5,0,499,99.8,13,0,0,3542.72,3542.72,1084.09,1840.53,59.85557135,558.24,5.42,435.63,0,1,0,1
10000,10000,10000,36,15.62,349.7,D1,8,MORTGAGE,110000,0,n,credit_card,10.15,0,0,50,21,0,14486,69,50,0,0,10957.73,10957.73,10000,957.73,0,0,0,11.67,0,1,0,0
2000,2000,2000,36,11.49,65.95,B4,2,RENT,50000,0,n,other,4.1,1,1,19,9,0,7925,40.1,22,0,0,1060.13,1060.13,750.91,237.81,0,71.41,0.77,65.95,0,1,0,1
12000,12000,12000,60,16.49,294.96,D3,4,MORTGAGE,43320,0,n,debt_consolidation,7.09,1,0,9,12,0,11354,56.2,35,0,0,15170.23,15170.23,12000,3170.23,0,0,0,8986.33,0,1,0,0
14125,14125,14100,60,16.49,347.19,D3,11,MORTGAGE,40000,1,n,debt_consolidation,23.52,0,0,24,10,0,7686,67.4,23,0,0,8577.96,8562.86,4100.3,3870.24,17.32749906,590.09,5.759800003,347.19,0,1,0,1
5000,5000,5000,36,7.49,155.51,A4,2,RENT,42000,0,n,debt_consolidation,11.2,1,0,17,5,0,1642,41,14,0,0,5383.14,5383.14,5000,383.14,0,0,0,3219.32,0,1,0,0
15000,15000,15000,36,7.49,466.53,A4,11,MORTGAGE,100000,1,n,home_improvement,4.18,0,0,,9,0,603,0.9,26,0,0,15829.17,15829.17,15000,829.17,0,0,0,28.21,0,1,0,0
9425,9425,8876.75933,36,11.49,310.76,B4,11,RENT,72800,0,n,debt_consolidation,14.67,0,0,34,6,0,24861,91.1,28,0,0,10888.65,10189.65,9425.01,1463.64,0,0,0,4371.03,0,1,0,0
12000,12000,11750,36,7.49,373.22,A4,7,MORTGAGE,55000,1,n,debt_consolidation,7.59,0,0,,6,0,4110,25.8,14,0,0,13276.18,12999.57,12000,1257.55,18.62900166,0,0,4688.52,0,1,0,0
12000,12000,11750,36,7.49,373.22,A4,8,OWN,80000,1,n,debt_consolidation,19.52,0,0,,15,0,16776,28.4,31,0,0,13411.54139,13132.13,12000,1411.54,0,0,0,1852.88,0,1,0,0
12000,12000,12000,60,16.49,294.96,D3,5,MORTGAGE,83500,0,n,debt_consolidation,3.94,0,1,60,10,1,5574,34,24,0,0,16430.6556,16430.66,12000,4430.66,0,0,0,6717.44,0,1,0,0
12000,12000,12000,36,16.89,427.18,D4,9,MORTGAGE,56400,1,n,debt_consolidation,9.11,0,3,44,6,0,9352,92.6,25,0,0,13513.24,13513.24,12000,1513.24,0,0,0,9686.87,0,1,0,0
18000,18000,18000,36,10.99,589.22,B3,5,MORTGAGE,95000,0,n,credit_card,16.61,0,2,,10,0,42564,56.7,32,0,0,19339.78,19339.78,18000.01,1339.77,0,0,0,14632.17,0,1,0,0
4000,4000,4000,36,15.23,139.12,C5,7,MORTGAGE,80000,0,n,debt_consolidation,10.53,0,1,60,8,0,1609,26.4,30,0,0,4695.72,4695.72,4000,695.72,0,0,0,2486.34,0,1,0,0
5000,5000,5000,36,10.99,163.67,B3,11,MORTGAGE,60000,1,n,home_improvement,6.48,1,0,16,7,0,378,34.7,13,0,0,5891.25,5891.25,5000,876.26,14.98768068,0,0,1480.21,0,1,0,0
2200,2200,2200,60,17.49,55.26,D5,3,OWN,26880,1,n,major_purchase,24.78,1,3,22,5,0,24,1.8,7,0,0,2503.09,2503.09,2200,303.09,0,0,0,2009.6,0,1,0,0
12000,12000,12000,36,10.99,392.81,B3,5,RENT,60000,0,n,debt_consolidation,24.26,0,0,,10,0,8866,75.1,23,0,0,14039.98,14039.98,12000,2039.98,0,0,0,3062.04,0,1,0,0
6000,6000,6000,36,5.99,182.51,A2,2,RENT,59000,0,n,debt_consolidation,1.14,0,0,,13,0,1910,9.5,27,0,0,6402.99,6402.99,6000,402.99,0,0,0,3483.78,0,1,0,0
5000,5000,4975,60,14.79,118.4,C4,0,RENT,33000,1,n,debt_consolidation,14.22,0,1,31,8,0,6958,66.3,23,0,0,7026.630983,6991.5,5000,2026.63,0,0,0,1234.64,0,1,0,0
31825,31825,31825,60,21.36,867.44,F4,11,MORTGAGE,108000,1,n,debt_consolidation,20.69,1,2,20,20,0,35910,70.5,45,0,0,48827.74187,48827.74,31825,16916.05,86.6914656,0,0,68.01,0,1,0,0
5750,5750,5750,60,12.99,130.81,C1,11,RENT,29120,1,n,home_improvement,16.11,0,3,,5,0,11047,43.2,11,0,0,2226.86,2226.86,1101.46,845.24,0,280.16,2.44,130.81,0,1,0,1
8800,8800,8800,36,9.99,283.91,B1,11,OWN,55600,0,n,car,0,0,0,,4,1,0,0,26,0,0,10217.53526,10217.54,8800,1417.54,0,0,0,301.15,0,1,0,0
10000,10000,10000,36,10.99,327.34,B3,11,MORTGAGE,140000,1,n,home_improvement,22.48,0,0,,9,0,3199,91.4,44,0,0,11780.40456,11780.4,10000,1780.4,0,0,0,345.82,0,1,0,0
8400,8400,8400,36,10.99,274.97,B3,3,RENT,56000,1,n,debt_consolidation,6.92,0,2,,14,0,6313,30.6,30,0,0,9894.421392,9894.42,8400,1494.42,0,0,0,295.58,0,1,0,0
4800,4800,4800,36,17.99,173.51,E1,6,RENT,58000,1,n,other,1.66,0,2,39,2,0,2074,69.1,5,0,0,2995.89,2995.89,967.08,591.78,29.96685266,1407.06,253.5186,173.51,0,1,0,1
8800,8800,8800,36,8.49,277.76,A5,1,RENT,48000,1,n,small_business,4.15,0,2,,7,0,1378,0,9,0,0,9956.79,9956.79,8800,1156.79,0,0,0,1917.28,0,1,0,0
16000,16000,16000,60,15.99,389.01,D2,11,OWN,60000,1,n,major_purchase,14.12,1,1,22,8,0,3104,32.3,33,0,0,12227.49,12227.49,4806.33,5877.18,0,1543.98,15.4398,398.01,0,1,0,1
11025,11025,11025,36,10.59,358.81,B2,1,RENT,60000,0,n,debt_consolidation,19.34,0,0,74,6,0,8321,78.5,22,0,0,12915.66576,12915.67,11025,1890.67,0,0,0,365.69,0,1,0,0
20400,20400,20375,36,11.49,672.62,B4,8,RENT,72000,1,n,major_purchase,3.48,1,1,16,6,0,8144,58.2,19,0,0,24212.6603,24183.01,20400,3812.66,0,0,0,678.71,0,1,0,0
17725,17725,17725,36,11.49,584.42,B4,11,RENT,38220,1,n,debt_consolidation,13.16,0,1,39,9,0,6263,40.1,27,0,0,10512.18,10512.18,8098.67,2413.51,0,0,0,584.42,0,1,0,1
6950,6950,6950,60,10.99,151.08,B3,11,RENT,21600,0,n,debt_consolidation,28,0,0,,5,0,11875,66,24,0,0,8762.394944,8762.39,6950,1812.39,0,0,0,3032.52,0,1,0,0
3000,3000,3000,36,5.42,90.48,A1,0,RENT,25000,1,n,major_purchase,16.94,0,0,,9,0,452,5.4,20,0,0,3256.427442,3256.43,3000,256.43,0,0,0,98.93,0,1,0,0
8000,8000,8000,36,15.23,278.23,C5,11,MORTGAGE,75000,1,n,vacation,7.66,0,1,68,11,0,20364,59.2,29,0,0,10006.46984,10006.47,8000,2006.47,0,0,0,309.1,0,1,0,0
35000,35000,34975,60,19.69,921.26,E5,4,MORTGAGE,135000,1,n,home_improvement,10.49,1,0,8,11,0,28311,77.6,27,0,0,13693.42,13683.74,4978.93,6988.87,0,1725.62,17.09,921.26,0,1,0,1
14400,14400,14332.65706,60,11.49,316.63,B4,11,OWN,78000,1,n,debt_consolidation,9.78,0,1,,14,0,2194,3.2,33,0,0,17187.76,17069.04,14400,2787.76,0,0,0,9944.99,0,1,0,0
19425,19425,19400,60,16.89,481.62,D4,11,RENT,34500,1,n,debt_consolidation,23.03,0,1,,5,0,19807,90,11,2773.29,2769.58,25967.49,25934.32,16651.71,9315.78,0,0,0,481.62,0,1,0,0
12000,12000,11975,60,10.99,260.85,B3,9,MORTGAGE,115000,1,n,home_improvement,9.73,0,4,,10,0,2159,11.4,17,1528.87,1525.64,14066.68,14037.44,10471.13,3595.55,0,0,0,260.85,0,1,0,0
12000,12000,12000,60,12.99,272.98,C1,5,RENT,37960,1,n,other,20.96,0,0,,3,0,1968,17.1,4,0,0,15451.60609,15451.61,12000,3451.61,0,0,0,326.81,0,1,0,0
12000,12000,12000,60,11.49,263.86,B4,11,OWN,35000,0,n,debt_consolidation,17.38,0,1,,8,0,8267,36.6,35,1547.77,1547.77,14222.4,14222.4,10452.23,3770.17,0,0,0,263.86,0,1,0,0
12400,12400,12400,60,17.99,314.82,E1,n/a,RENT,75000,1,n,debt_consolidation,9.63,0,0,,8,0,7823,46.8,11,1821.86,1821.86,16943.02,16943.02,10578.14,6364.88,0,0,0,314.82,0,1,0,0
18000,18000,18000,36,10.99,589.22,B3,0,RENT,54000,1,n,debt_consolidation,22.98,0,1,,9,0,11799,32.1,20,0,0,20277.87,20277.87,18000,2277.87,0,0,0,220.95,0,1,0,0
35000,35000,32979.63512,60,10.99,760.82,B3,5,MORTGAGE,90000,1,n,debt_consolidation,11.93,0,0,,15,0,4375,9.5,39,0,0,44701.8247,41622.59,35000,9701.82,0,0,0,12763.19,0,1,0,0
1925,1925,1925,36,15.23,66.95,C5,11,MORTGAGE,36000,0,n,major_purchase,24.57,1,2,14,12,0,8630,24.4,36,0,0,2406.710149,2406.71,1925,481.71,0,0,0,78.34,0,1,0,0
25000,25000,24975,60,15.99,607.82,D2,11,OWN,90000,1,n,home_improvement,8.21,0,1,41,9,0,28623,50.8,19,0,0,11065.13,11054.2,1117.46,7615.34,58.56028028,2273.77,331.1537,408.36,0,1,0,1
2100,2100,2100,36,15.99,73.82,D2,4,RENT,9600,0,n,debt_consolidation,14.25,0,0,,5,0,3302,86.9,5,0,0,2647.820387,2647.82,2100,547.82,0,0,0,302.01,0,1,0,0
13200,13200,13150,60,12.99,300.28,C1,9,MORTGAGE,69567,1,n,debt_consolidation,27.5,0,1,,8,0,1795,78,39,0,0,14545.5,14490.41,13200,1345.5,0,0,0,11855.86,0,1,0,0
16000,16000,16000,36,10.59,520.72,B2,11,RENT,45000,1,n,other,2.45,1,0,7,6,0,3837,13,11,0,0,18002.71,18002.71,16000.01,2002.7,0,0,0,9159.98,0,1,0,0
5000,5000,5000,36,5.42,150.8,A1,11,MORTGAGE,79200,0,n,car,2.18,0,0,,8,0,1182,6.7,28,0,0,5428.239706,5428.24,5000,428.24,0,0,0,156.13,0,1,0,0
18300,18300,18300,36,10.99,599.04,B3,5,MORTGAGE,74900,1,n,home_improvement,13.03,1,1,19,13,1,1348,12.7,38,0,0,2990.85,2990.85,2193.9,796.95,0,0,0,599.04,0,1,0,1
3000,3000,3000,36,11.49,98.92,B4,8,RENT,52000,1,n,debt_consolidation,21.27,0,0,55,12,0,11346,67.5,20,0,0,3559.138836,3559.14,3000,559.14,0,0,0,106.55,0,1,0,0
1500,1500,1500,36,10.99,49.11,B3,7,RENT,34942,1,n,debt_consolidation,15.59,0,0,45,11,0,3833,63.9,28,0,0,1742.6,1742.6,1500,242.6,0,0,0,523,0,1,0,0
6400,6400,6400,36,15.99,224.98,D2,5,RENT,75000,1,n,debt_consolidation,14.08,0,1,38,14,0,5692,40.7,26,0,0,8091.127839,8091.13,6400,1691.13,0,0,0,249.2,0,1,0,0
15000,15000,15000,36,8.49,473.45,A5,6,MORTGAGE,90000,1,n,wedding,4.45,0,2,,10,0,5650,15.7,25,0,0,17039.41632,17039.42,15000,2039.42,0,0,0,498.77,0,1,0,0
3000,3000,3000,36,12.99,101.07,C1,6,OWN,49000,1,n,home_improvement,13.44,0,2,,6,0,591,25.7,6,0,0,3636.990199,3636.99,3000,636.99,0,0,0,106.67,0,1,0,0
8000,8000,8000,36,5.99,243.34,A2,11,RENT,86000,0,n,house,8.13,0,0,,6,0,483,5.7,11,0,0,8618.98,8618.98,8000,618.98,0,0,0,3753.93,0,1,0,0
15000,15000,14750,36,7.49,466.53,A4,5,MORTGAGE,110000,1,n,debt_consolidation,7.9,0,0,,9,0,12903,26.9,32,0,0,15898.81,15633.83,15000,898.81,0,0,0,11239.76,0,1,0,0
10000,10000,10000,36,5.99,304.18,A2,4,MORTGAGE,325000,1,n,home_improvement,7.82,0,1,,11,0,5937,8.3,28,0,0,10949.91113,10949.91,10000,949.91,0,0,0,307.02,0,1,0,0
1450,1450,1450,36,8.49,45.77,A5,3,MORTGAGE,45600,0,n,car,16.05,0,2,,8,0,9164,48.7,18,0,0,1646.065383,1646.07,1450,196.07,0,0,0,98.57,0,1,0,0
10000,10000,10000,36,14.79,345.63,C4,5,MORTGAGE,70000,1,n,debt_consolidation,16.87,0,1,,6,0,5565,97.6,10,0,0,12437.60081,12437.6,10000,2437.6,0,0,0,362.56,0,1,0,0
6000,6000,6000,36,11.49,197.83,B4,11,RENT,63000,1,n,debt_consolidation,12.04,0,2,,13,1,3711,34,37,0,0,6675.42,6675.42,6000.01,675.41,0,0,0,4114.52,0,1,0,0
9600,9600,9600,36,12.99,323.42,C1,8,MORTGAGE,60000,0,n,debt_consolidation,16.74,0,1,67,9,1,11500,39.7,22,0,0,11608.82439,11608.82,9600,2008.82,0,0,0,1598.74,0,1,0,0
26000,26000,25975,60,12.99,591.45,C1,3,RENT,85000,1,n,debt_consolidation,17.96,0,0,,12,0,44355,66.9,29,0,0,35002.72924,34969.16,26000,9002.73,0,0,0,18.79,0,1,0,0
12000,12000,12000,36,10.59,390.54,B2,11,RENT,40000,0,n,house,0.72,0,2,,3,0,868,4.9,15,0,0,12825.74,12825.74,12000,825.74,0,0,0,273.93,0,1,0,0
12000,12000,12000,60,13.49,276.06,C2,11,RENT,59000,0,n,debt_consolidation,14.05,0,1,,8,0,5570,34.8,16,0,0,13391.01,13391.01,12000,1391.01,0,0,0,10638.15,0,1,0,0
20500,20500,20475,60,20.99,554.48,F3,2,RENT,62000,1,n,debt_consolidation,15.24,0,0,38,8,0,14914,70.7,17,0,0,21913,21886.28,20500,1413,0,0,0,20252.52,0,1,0,0
6000,6000,6000,36,9.99,193.58,B1,3,RENT,67000,1,n,house,4.76,0,6,,8,0,0,0,39,0,0,6237.6,6237.6,6000,237.6,0,0,0,5468.48,0,1,0,0
10000,10000,9975,36,5.42,301.6,A1,1,RENT,33000,0,n,debt_consolidation,20.07,0,0,,9,0,1840,14.2,23,0,0,10741.75,10714.9,10000,741.75,0,0,0,2548.14,0,1,0,0
1500,1500,1500,60,15.99,36.47,D2,0,RENT,12000,1,n,other,0,0,0,33,7,0,0,0,13,0,0,1863.890891,1863.89,211.49,223.15,0,1429.250891,244.86,36.47,0,1,0,1
12800,12800,12800,60,21.74,351.64,F5,0,RENT,37000,1,n,debt_consolidation,6.49,0,1,,3,0,2503,71.5,4,0,0,12691.33,12691.33,5332.52,6271.6,0,1087.21,10.8721,25.42,0,1,0,1
8000,8000,8000,36,15.62,279.76,D1,4,MORTGAGE,120000,0,n,debt_consolidation,12.38,0,2,59,10,0,35860,96.9,41,0,0,10081.26895,10081.27,8000,2066.3,14.96782957,0,0,294.02,0,1,0,0
2300,2300,2300,36,14.79,79.5,C4,3,RENT,30000,1,n,debt_consolidation,16.2,0,3,,5,0,4285,51.6,7,0,0,2634.39,2634.39,2300,334.39,0,0,0,1584.33,0,1,0,0
14400,14400,14400,36,7.49,447.87,A4,11,RENT,57000,1,n,debt_consolidation,18.69,0,0,,8,0,9056,77.2,14,0,0,14542.91,14542.91,14400,142.91,0,0,0,311.43,0,1,0,0
13250,13250,13225,36,13.99,452.79,C3,11,MORTGAGE,36000,1,n,other,22.7,0,3,,17,0,2309,9.3,23,0,0,5320.86,5310.86,3472.78,1498.12,0,349.96,3.83,452.79,0,1,0,1
3600,3600,3600,60,16.89,89.26,D4,0,OWN,9600,1,n,other,0,0,0,40,5,0,0,0,9,0,0,4225.62,4225.62,3600,625.62,0,0,0,746.89,0,1,0,0
12250,12250,12250,36,10.59,398.68,B2,1,RENT,28800,0,n,debt_consolidation,19.96,0,1,,6,0,13778,46.6,13,0,0,14350.36603,14350.37,12250,2100.37,0,0,0,408.04,0,1,0,0
6000,6000,6000,36,12.99,202.14,C1,n/a,RENT,24000,0,n,debt_consolidation,15.2,0,0,37,2,0,8598,69.3,12,0,0,7274.473052,7274.47,6000,1274.47,0,0,0,211.35,0,1,0,0
33000,33000,31521.92639,60,19.69,868.62,E5,4,MORTGAGE,150000,1,n,debt_consolidation,17.44,0,1,,17,0,123980,85.1,28,0,0,50871.20097,47590.85,33000,17871.2,0,0,0,11808.72,0,1,0,0
12000,12000,12000,60,11.99,266.88,B5,2,MORTGAGE,43000,0,n,home_improvement,4.3,0,2,,5,0,3942,16.2,11,0,0,12916.19,12916.19,12000,916.19,0,0,0,11052.95,0,1,0,0
6000,6000,6000,36,15.23,208.67,C5,11,MORTGAGE,54902.52,1,n,car,23.08,0,3,25,16,0,10867,50.8,49,0,0,1869.3,1869.3,1249.22,620.08,0,0,0,208.67,0,1,0,1
5000,5000,4950,36,12.99,168.45,C1,0,OWN,105000,1,n,credit_card,13.2,0,1,33,7,0,284,21.8,23,0,0,6043.708381,5983.27,5000,1043.71,0,0,0,834.16,0,1,0,0
10000,10000,10000,36,11.49,329.72,B4,11,MORTGAGE,43000,1,n,debt_consolidation,17.53,0,0,38,12,0,13625,62.2,29,0,0,8121.06,8121.06,6268.8,1631.28,0,220.98,37.4814,329.72,0,1,0,1
3000,3000,3000,36,11.99,99.63,B5,7,MORTGAGE,48000,0,n,debt_consolidation,12.28,0,2,43,10,0,4239,58.9,16,0,0,3386.49,3386.49,2802.99,583.5,0,0,0,99.63,0,1,0,1
16000,16000,16000,60,10.59,344.62,B2,0,RENT,43000,1,n,small_business,0.42,0,0,,7,0,298,0.4,10,0,0,16141.18,16141.18,16000,141.18,0,0,0,16141.92,0,1,0,0
12000,12000,12000,36,10.99,392.81,B3,1,RENT,39000,1,n,credit_card,16.55,0,0,,14,0,17733,51.4,21,0,0,14126.7904,14126.79,12000,2126.79,0,0,0,1185.14,0,1,0,0
6000,6000,6000,36,8.49,189.38,A5,2,MORTGAGE,106000,0,n,major_purchase,10.8,0,2,,12,0,17819,46.8,36,0,0,6626.42,6626.42,6000,626.42,0,0,0,165.26,0,1,0,0
5000,5000,4750,36,7.49,155.51,A4,0,MORTGAGE,28800,1,n,credit_card,14.63,0,0,,4,0,13180,69.4,15,0,0,5571.001886,5292.4,5000,571,0,0,0,175.27,0,1,0,0
5600,5600,5600,36,5.42,168.9,A1,4,MORTGAGE,115000,0,n,debt_consolidation,0.96,0,1,,8,0,2742,6.3,21,0,0,6079.457714,6079.46,5600,479.46,0,0,0,176.33,0,1,0,0
10000,10000,9925,36,7.49,311.02,A4,11,MORTGAGE,68000,1,n,other,1.75,0,1,,4,0,3729,34.9,21,0,0,11174.13817,11090.36,10000,1174.14,0,0,0,1559.49,0,1,0,0
12000,12000,12000,60,12.99,272.98,C1,3,OWN,50000,1,n,home_improvement,3.17,0,0,,5,0,0,0,14,0,0,15844.40868,15844.41,12000,3844.41,0,0,0,4956.71,0,1,0,0
4000,4000,3975,36,11.49,131.89,B4,5,RENT,21000,0,n,home_improvement,6.4,0,0,,5,1,3378,30.7,5,0,0,4584.3,4555.65,4000.02,584.28,0,0,0,2088.58,0,1,0,0
2200,2200,2200,36,7.49,68.43,A4,n/a,RENT,22000,1,n,car,2.4,0,0,,3,0,1750,33,10,0,0,2530.405584,2530.41,2200,330.41,0,0,0,140.01,0,1,0,0
1000,1000,1000,36,12.99,33.69,C1,2,MORTGAGE,28000,0,n,debt_consolidation,13.54,0,0,,9,0,7793,66.6,10,0,0,1245.537573,1245.54,1000,245.54,0,0,0,69.18,0,1,0,0
5000,5000,5000,36,12.99,168.45,C1,11,MORTGAGE,60000,1,n,major_purchase,20.06,0,1,,8,0,13217,88.1,15,0,0,6043.893127,6043.89,5000,1043.89,0,0,0,833.41,0,1,0,0
9000,9000,9000,36,16.49,318.6,D3,4,OWN,55000,1,n,debt_consolidation,12.41,1,1,10,13,0,8590,27.4,16,0,0,9807.63,9807.63,9000,807.63,0,0,0,7900.29,0,1,0,0
35000,35000,34725,36,11.99,1162.34,B5,5,MORTGAGE,79750,1,n,debt_consolidation,14.43,0,0,,11,0,36292,43.2,39,0,0,38386.71,38085.1,35000,3386.71,0,0,0,26765.15,0,1,0,0
5000,5000,5000,60,20.25,133.17,F1,4,RENT,110004,0,n,other,5.5,4,1,11,3,0,1128,94,14,0,0,7669.481897,7669.48,5000,2669.48,0,0,0,2225.01,0,1,0,0
2500,2500,2500,36,6.99,77.19,A3,0,MORTGAGE,220000,1,n,other,3.13,0,0,45,6,0,81830,57.6,18,0,0,2762.04,2762.04,2500,262.04,0,0,0,683.12,0,1,0,0
13000,13000,13000,60,12.99,295.73,C1,4,MORTGAGE,30000,0,n,home_improvement,2.12,0,2,,4,0,2671,30.4,15,0,0,13416.84,13416.84,13000,416.84,0,0,0,12828.46,0,1,0,0
10000,10000,10000,36,8.49,315.63,A5,1,RENT,25000,0,n,small_business,2.45,0,0,,5,0,1719,17,10,0,0,2218.18,2218.18,1743.67,458.76,15.75658754,0,0,647.04,0,1,0,1
15000,15000,14975,36,13.49,508.96,C2,4,RENT,65000,1,n,debt_consolidation,24.3,0,1,57,6,0,5071,83.1,26,0,0,17209.43,17180.77,15000,2209.43,0,0,0,9594.98,0,1,0,0
4000,4000,3750,36,12.99,134.76,C1,4,OWN,24000,0,n,debt_consolidation,7.85,0,0,,5,0,1479,98.6,8,0,0,3316.19,3108.69,2487.58,741.86,0,86.75,0.8675,134.76,0,1,0,1
2000,2000,2000,36,11.49,65.95,B4,11,MORTGAGE,91200,0,n,home_improvement,23.61,0,0,32,14,0,13203,53.9,32,0,0,2318.08,2318.08,2000,318.08,0,0,0,873.06,0,1,0,0
3000,3000,3000,36,5.99,91.26,A2,11,MORTGAGE,65500,0,n,car,22.55,0,1,,18,0,36979,3.1,34,0,0,3284.901528,3284.9,3000,284.9,0,0,0,92.35,0,1,0,0
16000,16000,16000,60,11.49,351.81,B4,3,MORTGAGE,56004,0,n,other,14.46,0,4,,15,0,4446,12.9,32,0,0,17030.12,17030.12,16000,1030.12,0,0,0,14924.6,0,1,0,0
15500,15500,15500,60,13.99,360.58,C3,0,RENT,35000,1,n,major_purchase,22.66,0,1,,7,0,3902,34.5,19,0,0,10803.36,10803.36,5309.5,4064.91,0,1428.95,14.2895,369.08,0,1,0,1
18600,18600,18325,36,6.99,574.23,A3,11,MORTGAGE,82305,1,n,debt_consolidation,7.19,0,0,,15,0,8401,6.3,28,0,0,20283.23,19983.36,18600,1683.23,0,0,0,8805.7,0,1,0,0
4325,4325,4325,60,16.49,106.31,D3,2,RENT,27000,0,n,debt_consolidation,20.4,1,0,8,13,0,11266,58.7,23,0,0,5548.41,5548.41,4325,1223.41,0,0,0,3116.95,0,1,0,0
5525,5525,5525,36,6.99,170.58,A3,11,MORTGAGE,67200,0,n,home_improvement,18.98,0,0,,17,0,18720,55.4,34,0,0,6139.769052,6139.77,5525,614.77,0,0,0,175.98,0,1,0,0
1200,1200,1200,36,11.99,39.86,B5,1,OWN,30480,1,n,debt_consolidation,16.42,0,1,,11,0,710,1.9,23,0,0,1307.03,1307.03,291.42,106.98,0,908.63,0,39.86,0,1,0,1
7000,7000,7000,36,15.23,243.45,C5,5,MORTGAGE,42000,0,n,debt_consolidation,21.94,0,1,58,16,0,3728,27.2,26,0,0,8766.945827,8766.95,7000,1752.03,14.91189156,0,0,276.62,0,1,0,0
13600,13600,13575,60,22.48,379.34,G2,4,OWN,40000,1,n,debt_consolidation,14.28,2,1,16,8,0,175,1.7,12,0,0,5237.11,5227.54,1651.9,2881.1,0,704.11,6.58,379.34,0,1,0,1
